Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14625,The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,0.01,0.01,0,0,0.03
14626,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0,0,0.03,0,0.03
14627,DeathSmiles II,X360,2010,Shooter,Cave,0,0,0.03,0,0.03
14630,Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,0.03
14632,Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.03,0,0.03
14634,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0,0.03,0,0,0.03
14638,Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.03,0,0,0.03
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0,0,0.03,0,0.03
14642,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0,0.03,0,0,0.03
14645,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0,0.02,0,0.01,0.03
14646,Trine 2,WiiU,2012,Platform,Atlus,0,0.03,0,0,0.03
14648,Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0,0,0,0.03
14649,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,0.02,0,0,0.03
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,0.03,0,0.03
14653,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03
14654,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14655,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0,0.03
14656,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,0.02,0,0,0.03
14657,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,0.02,0,0,0.03
14660,Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14661,Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0,0,0.03,0,0.03
14666,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,0.02,0,0,0.03
14668,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03
14669,Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03
14673,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.03
14674,Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0,0,0.03,0,0.03
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0,0,0.03,0,0.03
14678,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0,0,0.03,0,0.03
14681,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14682,Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0,0.02,0,0.01,0.03
14683,Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0,0,0.01,0.03
14690,Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0,0,0.03,0,0.03
14692,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0,0,0,0.03
14693,TV Total Events,Wii,2011,Misc,7G//AMES,0,0.02,0,0,0.03
14696,Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,0.03,0,0.03
14698,Prince of Persia (2008),PC,2008,Action,Ubisoft,0,0.02,0,0,0.03
14700,HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0,0,0,0.03
14701,UK Truck Simulator,PC,2010,Simulation,N/A,0,0.03,0,0,0.03
14704,Magicka,PC,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03
14705,Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,0.02,0,0,0.03
14707,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14711,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
14712,X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,0.02,0,0.01,0.03
14716,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0,0,0.03,0,0.03
14720,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
14721,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,0.03
14722,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14724,King Arthur II,PC,2011,Strategy,Paradox Interactive,0,0.02,0,0,0.03
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,0.03,0,0.03
14731,MySims,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03
14732,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,0.02,0,0.01,0.03
14735,My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,0.03
14741,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.03
14742,La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14743,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14747,Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0,0.03
14749,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14755,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,0.02,0,0,0.03
14756,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14758,DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03
14760,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0,0,0.01,0.03
14763,The Golf Club,XOne,2014,Sports,Unknown,0.02,0,0,0,0.03
14764,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.03
14766,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,0.03,0,0.03
14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03
14770,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03
14772,Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03
14773,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,0.03,0,0.03
14781,GRID Autosport,PC,2014,Racing,Codemasters,0,0.02,0,0,0.03
14784,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03
14786,Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03
14788,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03
14791,Lost Planet 2,PC,2010,Shooter,Capcom,0,0.02,0,0.01,0.03
14796,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
14797,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03
14798,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,0.03,0,0.03
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0,0,0.03,0,0.03
14803,Battlezone,PSP,2006,Shooter,Atari,0.02,0,0,0,0.03
14806,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03
14812,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0,0.03
14815,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14821,Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0,0,0,0.03
14823,Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,0.03,0,0.03
14825,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,0.03
14826,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.03
14828,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0.01,0.03
14829,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,0.03
14830,Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0,0,0.03
14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03
14838,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.03
14847,Magicka Collection,PC,2011,Adventure,Unknown,0,0.02,0,0,0.03
14850,Terraria,WiiU,2016,Action,505 Games,0,0.02,0,0,0.03
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03
14857,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,0.02,0,0,0.03
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14864,Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,0.03
14865,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,0.03
14867,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
14871,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0,0.02,0,0,0.03
14872,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,0.02,0,0,0.03
14873,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0,0.03
14874,Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,0.03,0,0.03
14876,Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
14878,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0,0,0,0.03
14880,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,0.03,0,0.03
14882,Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0,0,0,0.03
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,0.03,0,0.03
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14887,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.02,0,0,0,0.03
14888,Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,0.02,0,0,0.03
14890,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0,0.02,0,0,0.03
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0,0.03
14897,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14898,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
14899,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0,0,0,0.03
14904,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0,0,0,0.03
14911,Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03
14915,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0,0,0,0.02
14916,Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0,0,0,0.02
14918,MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0,0,0.02,0,0.02
14921,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02
14922,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02
14924,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
14929,Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0,0.02,0,0,0.02
14931,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02
14933,ParaWorld,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.02
14934,Tropico Reloaded,PC,2009,Strategy,Kalypso Media,0,0.02,0,0,0.02
14940,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
14943,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02
14944,Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0,0,0,0.02
14948,Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0,0.02,0,0,0.02
14951,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0,0,0.02,0,0.02
14952,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02
14954,World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,0.02,0,0,0,0.02
14955,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0,0.02
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0,0.02
14959,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,0.02,0,0.02
14961,Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
14963,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0,0,0.02
14964,Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
14965,Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0.02,0,0,0.02
14968,Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.02,0,0.01,0.02
14969,Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.02,0,0,0.02
14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
14974,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02
14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
14976,Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02
14977,The Voice,PS3,2014,Action,Activision,0.02,0,0,0,0.02
14979,Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0,0,0.02,0,0.02
14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
14981,Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,0.02
14982,Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
14984,Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02
14985,Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02
14986,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02
14995,Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,0.02,0,0.02
14996,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02
14997,Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,0.02,0,0,0.02
15003,Wangan Midnight Portable,PSP,2007,Racing,Genki,0,0,0.02,0,0.02
15007,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02
15008,11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,0.02,0,0.02
15011,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,0.02
15013,Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02
15017,SimCity Societies,PC,2007,Simulation,Electronic Arts,0,0.02,0,0,0.02
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft,0,0,0.02,0,0.02
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15020,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0,0.02,0,0.01,0.02
15022,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0,0.02
15024,Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,0.02,0,0,0.02
15025,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0,0,0.02,0,0.02
15026,Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02
15027,Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
15029,Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,0.02
15032,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
15033,Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
15034,Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0,0.02,0,0,0.02
15035,Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02
15037,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02
15039,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
15041,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,0.02,0,0.02
15044,Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
15047,Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,0.02,0,0,0.02
15049,Ceville,PC,2009,Action,Kalypso Media,0,0.02,0,0,0.02
15050,Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0,0,0.02,0,0.02
15053,Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,0.02,0,0,0,0.02
15055,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0,0.02
15058,Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
15060,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0,0,0,0.02
15062,Dunamis 15,PS3,2011,Adventure,5pb,0,0,0.02,0,0.02
15067,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0,0.02
15068,F1 Race Stars,PC,2012,Racing,Codemasters,0,0.02,0,0,0.02
15072,Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0,0,0,0.02
15075,Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02
15079,Ride,X360,2015,Racing,Milestone S.r.l.,0,0.02,0,0,0.02
15080,Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02
15081,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,0.02,0,0.02
15083,Unreal Anthology,PC,2006,Shooter,Midway Games,0,0.02,0,0,0.02
15084,X3: Terran War Pack,PC,2012,Misc,Deep Silver,0,0.02,0,0,0.02
15085,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.02
15086,G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0.01,0.02,0,0.02
15087,Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
15089,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02
15090,Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02
15092,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02
15093,Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02
15097,DiRT,PC,2007,Racing,Codemasters,0,0.02,0,0,0.02
15098,Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.02
15100,Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02
15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,Paon,0,0,0.02,0,0.02
15103,Geten no Hana,PSP,2013,Misc,Tecmo Koei,0,0,0.02,0,0.02
15104,Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,0,0.02
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.02,0,0.02
15106,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,0.02
15107,Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
15108,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0,0.02,0,0,0.02
15110,Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02
15112,Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,0.02,0,0,0.02
15117,Chaos;Head Noah,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
15118,Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
15122,Minna no Chizu 2,PSP,2007,Misc,Zenrin,0,0,0.02,0,0.02
15124,Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02
15125,SAW,PC,2009,Action,Konami Digital Entertainment,0,0.02,0,0,0.02
15130,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0,0,0,0.02
15132,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02
15133,Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0,0,0.02,0,0.02
15134,Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0,0.02,0,0,0.02
15141,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,0.02,0,0,0.02
15144,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.02
15145,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,0.02,0,0.02
15147,Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02
15148,Sacred 3,PC,2014,Role-Playing,Deep Silver,0,0.02,0,0,0.02
15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,0,0,0.02,0,0.02
15153,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0,0,0.02
15154,Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
15155,18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0,0.02,0,0,0.02
15156,Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,0.02,0,0,0.02
15157,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15162,Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,Mercury Games,0,0,0.02,0,0.02
15166,Cities in Motion Collection,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02
15169,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.02
15172,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
15174,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,0.02,0,0,0.02
15177,Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02
15180,Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,0.02,0,0.02
15182,Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0,0.02,0,0,0.02
15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0,0,0.02,0,0.02
15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02
15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
15193,Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02
15196,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02
15201,Darksiders,PS3,2010,Action,THQ,0.01,0.01,0,0,0.02
15205,Tale of a Hero,PC,2010,Adventure,Daedalic,0,0.02,0,0.01,0.02
15206,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0,0.02,0,0,0.02
15207,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.02,0,0,0.02
15208,FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02
15209,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02
15212,So Blonde,PC,2008,Adventure,Eidos Interactive,0,0.02,0,0,0.02
15213,Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02
15217,Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
15219,Genroh,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02
15222,Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02
15223,Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02
