Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Teltown Country House B&B,http://www.facebook.com/teltownhouse,+353(0)469023239,-6.78324257,53.69944857,Meath,Navan,Republic of Ireland,B & B,3,9
Lough Ree (East) Caravan & Camping,http://loughreeeast.wix.com/loughreeeast,+353(0)906478561,-7.893205383,53.44871097,Westmeath,Ballykeeran,Republic of Ireland,Camping,5,116
O'Briens' Cashel Lodge,http://www.cashel-lodge.com,+353(0)6261003,-7.896397244,52.52023019,Tipperary,Cashel,Republic of Ireland,Self Catering,2,33
Woodvilla Lodge,http://www.woodvillalodge.com/,+353(0)539175785,-6.544190542000001,52.22396955,Wexford,Kilmore,Republic of Ireland,Self Catering,5,27
The Upton Court Hotel,http://www.seanogs.ie,+353(0)539130128,-6.280333926,52.51736205,Wexford,Gorey,Republic of Ireland,Hotel,2,77
Racey Byrne's B&B,,+353(0)599131790,-6.92578722,52.83614658,Carlow,Carlow Town,Republic of Ireland,B & B,4,17
Valentia Island Caravan & Camping,http://www.valentiaislandcamping.com,+353(0)879673673,-10.29245449,51.92390223,Kerry,Valentia Island,Republic of Ireland,Camping,2,47
The Village Apartments,http://www.thevillageclarion.com,+353(0)719144858,-8.461454542,54.28265135,Sligo,Sligo Town,Republic of Ireland,Self Catering,5,8
East Park Lodge,http://www.eastparklodge.ie,+353(0)14908631,-6.2668583,53.3232464,Dublin,Rathmines,Republic of Ireland,Self Catering,3,34
Wellington Quay CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.2658831610000005,53.34546656,Dublin,Dublin City,Republic of Ireland,Self Catering,3,5
Spencer Dock CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.237111103999999,53.34801928,Dublin,Dublin City,Republic of Ireland,Self Catering,1,20
Cape Clear Cottages,http://www.capeclearcottages.com,+353(0)2839153,-9.493040897,51.43814874,Cork,Cape Clear Island,Republic of Ireland,Self Catering,4,12
Brenda's B&B,http://www.brendasbandb.ie/,+353(0)599771860,-6.910687205,52.59377744,Carlow,Borris,Republic of Ireland,B & B,3,19
The Standing Stone Hotel,https://www.facebook.com/standingstonehotel/,+353(0)719644023,-7.8001152860000005,54.05277094,Leitrim,Ballinamore,Republic of Ireland,Hotel,1,238
Django's Hostel,http://www.djangoshostel.com,+353(0)872569348,-8.039171037000001,52.94375643,Tipperary,Cloughjordan,Republic of Ireland,Hostel,4,106
New Forest Apartments,http://www.newforest.ie/accommodation/,+353(0)449221100,-7.430731388,53.38891031,Westmeath,Tyrrellspass,Republic of Ireland,Self Catering,5,30
The Ashe Hotel,http://www.theashehotel.ie,+353(0)667106300,-9.704521839,52.27083522,Kerry,Tralee,Republic of Ireland,Hotel,4,93
The Lodge at Ashford Castle,http://www.thelodgeac.com/,+353(0)949545400,-9.274373076,53.5347505,Mayo,Cong,Republic of Ireland,Self Catering,5,36
Greenway Bed & Breakfast,http://www.greenwaybb.com,+353(0)9841249,-9.54664745,53.88313243,Mayo,Newport,Republic of Ireland,B & B,5,13
The Western Hotel,http://www.westernhotel.com,+353(0)949362011,-8.998094684,53.72116174,Mayo,Claremorris,Republic of Ireland,Hotel,1,145
Lake House Bed & Breakfast,,+353(0)238856932,-9.111708045,51.70584378,Cork,Dunmanway,Republic of Ireland,B & B,3,9
Wilderness Lodge & Wicklow Way Holidays,http://www.wildernesslodge.ie,+353(0)16606442,-6.352717759,52.95675699,Wicklow,Glenmalure,Republic of Ireland,Self Catering,2,28
Boyles' Caravans and Camping Ground,http://boylescaravans.com/index.html,+353(0)838490359,-8.44554812,54.83910894,Donegal,Portnoo,Republic of Ireland,Camping,1,41
Wolohan's Silver Strand Caravanning and Camping Park,http://www.silverstrand.ie,+353(0)40469404,-6.016331772000001,52.95467676,Wicklow,Wicklow Town,Republic of Ireland,Camping,3,48
Trump International Golf Links & Hotel,http://www.trumphotelcollection.com/ireland/,+353(0)659055600,-9.502734978,52.74638768,Clare,Doonbeg,Republic of Ireland,Hotel,3,269
Barrons Café and Bed & Breakfast,http://www.barronsmoville.com/,+353(0)749382472,-7.041861243,55.18821750000001,Donegal,Moville,Republic of Ireland,B & B,1,8
Moville Boutique Hostel Accommodation,http://www.movilleboutiquehostel.com/,+353(0)749382378,-7.0459898889999995,55.19135522,Donegal,Inishowen,Republic of Ireland,Hostel,5,101
Marie's Paradise B&B for kids,http://www.airbnb.ie/rooms/8745032?s=g2Lk4_4Y,+353(0)6747978,-8.398668132000001,52.8813281,Tipperary,Portroe,Republic of Ireland,B & B,4,10
Ardmore B&B,http://www.ardmorebedandbreakfast.ie,+353(0)858586103,-7.707480471,51.98364601,Waterford,Ardmore P36 W592,Republic of Ireland,B & B,5,11
The Celtic B&B,https://www.facebook.com/TheCelticBedandBreakfast/,+353(0)61374899,-8.436283964,52.814904000000006,Tipperary,Ballina,Republic of Ireland,B & B,3,4
The Glenmalure Lodge,http://www.glenmalurelodge.ie,+353(0)40446188,-6.353519902,52.95769549,Wicklow,Rathdrum,Republic of Ireland,Self Catering,2,19
Travellers' Rest Hostel,http://www.hostelcaherdaniel.com,+353(0)669475175,-10.09793617,51.76775764,Kerry,Caherdaniel,Republic of Ireland,Hostel,3,78
The Beara Coast Hotel,http://www.bearacoast.com/,+353(0)2771446,-9.909433001,51.6487195,Cork,Castletownbere,Republic of Ireland,Hotel,1,358
Riverside Hotel,http://riversidesligo.ie,+353(0)719194480,-8.467586056,54.27129403,Sligo,Sligo Town,Republic of Ireland,Hotel,1,230
Kildare House Hotel,http://www.kildarehousehotel.ie,+353(0)45520002,-6.906958702000001,53.15567488,Kildare,Kildare Town,Republic of Ireland,Hotel,4,258
The Lodge at Harvey's Point,http://www.harveyslodge.com,+353(0)749724313,-8.051888199,54.69794279,Donegal,Donegal Town,Republic of Ireland,Self Catering,2,37
Boortree Touring & Camping,http://rossnowlaghcamping.com,+353(0)851655917,-8.212603414,54.56507516,Donegal,Rossnowlagh,Republic of Ireland,Camping,3,83
Wild Atlantic Lodge,http://thewildatlanticlodge.com,+353(0)657077003,-9.148145227,53.11578766,Clare,Ballyvaughan,Republic of Ireland,Self Catering,2,26
Celtic Lodge Guesthouse,http://www.celticlodge.ie,+353(0)18788810,-6.255244848999999,53.35047658,Dublin,Dublin City,Republic of Ireland,Self Catering,4,33
Carnbeg  Hotel  & Spa,http://www.carnbeghotel.ie/,+353(0)429320261,-6.407255506,54.03077715,Louth,Dundalk,Republic of Ireland,Hotel,5,306
Curraghchase Caravan & Campsite,http://www.curraghchasecaravanpark.ie,+353(0)61396349,-8.880201,52.618176,Limerick,Kilcornan,Republic of Ireland,Camping,1,168
The Black Sheep Hostel,https://blacksheephostel.ie/,+353(0)646638746,-9.5152026,52.0582698,Kerry,Killarney,Republic of Ireland,Hostel,2,156
Claddagh Cottages,http://www.claddaghcottages.ie/,+353(0)863554902,-7.761761002999999,52.01630362,Waterford,Clashmore,Republic of Ireland,Self Catering,4,30
The Reserve Self Catering Apartments,http://muckrosspark.com/self-catering-apartments.html,+353(0)646623400,-9.489266892,52.02434204,Kerry,Killarney,Republic of Ireland,Self Catering,3,15
Hamill's Bed and Breakfast,http://hamillsbedandbreakfast.com,+353(0)719644211,-7.798945842999999,54.053076399999995,Leitrim,Ballinamore,Republic of Ireland,B & B,2,14
Copper Coast B&B,http://www.coppercoastholidays.ie/bed-breakfast,+353(0)51292414,-7.382653727999999,52.13642603,Waterford,Kilmacthomas,Republic of Ireland,B & B,5,4
Caseys of Baltimore Lodge,http://caseysofbaltimore.com,+353(0)2820197,-9.361894665,51.484662,Cork,Baltimore,Republic of Ireland,Self Catering,5,21
Croan Cottages,http://croancottages.com,+353(0)567766868,-7.271369872,52.47464308,Kilkenny,Dunnamaggan,Republic of Ireland,Self Catering,3,22
Nono's Cottage,http://nonoscottagevacations.com/,+353(0)872811359,-9.271547,52.116199,Kerry,Gneeveguilla,Republic of Ireland,Self Catering,1,19
Clody Lodge,http://clodylodge.ie/,+353(0)539377137,-6.653910263999999,52.65557342,Wexford,Bunclody,Republic of Ireland,Self Catering,5,22
Ardvarney Country Lodge,http://ardvarneycountrylodge.com,+353(0)879141361,-8.253221236,54.21984566,Leitrim,Dromahair,Republic of Ireland,Self Catering,1,24
River Cottage,http://waytogoadventures.com,+353(0)862468085,-7.829227982999999,54.01415692,Leitrim,Carrick-on-Shannon,Republic of Ireland,Self Catering,1,35
Boyne View Bed & Breakfast,http://boyneview.ie,+353(0)469431325,-6.850796967000001,53.52201276,Meath,Trim,Republic of Ireland,B & B,1,19
The Courtyard Apartments,http://carrickaccommodation.ie,+353(0)719622711,-8.092194126,53.94629562,Leitrim,Carrick on Shannon,Republic of Ireland,Self Catering,1,37
The Nest Boutique Hostel,http://thenestaccommodation.com,+353(0)91450944,-9.072716,53.26248637,Galway,Salthill,Republic of Ireland,Hostel,2,34
Carlingford Accommodation Port Cottage,http://www.carlingfordaccommodation.com/port-cottage,+353(0)872913682,-6.185382392,54.0399333,Louth,Carlingford,Republic of Ireland,Self Catering,3,11
Carlingford Accommodation Rose Cottage,http://carlingfordaccommodation.com/rose-cottage,+353(0)872913682,-6.185793512999999,54.03885952,Louth,Carlingford,Republic of Ireland,Self Catering,1,12
Aldridge Lodge,http://www.aldridgelodge.com,+353(0)51389116,-6.9094630079999995,52.21617335,Wexford,Duncannon,Republic of Ireland,Self Catering,1,5
Atlantic Way Lodge,,+353(0)872706902,-9.728456024,52.60581416,Clare,Kilrush,Republic of Ireland,Self Catering,1,7
Rathmullan Village Apartments,http://wildatlanticwanderer.com/rathmullan/rathmullan-village-apartments,+353(0)868599995,-7.537206702000001,55.09558174,Donegal,Rathmullan,Republic of Ireland,Self Catering,5,22
Cecil's Cottage,https://wildatlanticwanderer.com/buncrana/holiday-home-cecils-cottage/,+353(0)868599995,-7.481912638,55.15787724,Donegal,Buncrana,Republic of Ireland,Self Catering,1,25
Batty Langley Lodge - Irish Landmark Trust,http://irishlandmark.com/property/batty-langley-lodge/,+353(0)16704733,-6.51702276,53.34690956,Kildare,Leixlip,Republic of Ireland,Self Catering,4,12
Railway Crossing Cottage - Irish Landmark Trust,http://irishlandmark.com/property/railway-crossing-cottage-3/,+353(0)16704733,-8.1418418,54.658984999999994,Donegal,Donegal Town,Republic of Ireland,Self Catering,5,23
Galley Head Lightkeeper's Cottages - Irish Landmark Trust,http://irishlandmark.com/property/galley-head-lightkeepers-house-1-2/,+353(0)16704733,-8.952414509,51.52967869,Cork,Clonakilty,Republic of Ireland,Self Catering,2,36
St. Johns Point Lightkeeper's Cottages - Irish Landmark Trust,http://www.irishlandmark.com/property/sj-schooner/,+353(0)16704733,-8.459710746,54.56933786,Donegal,Dunkineely,Republic of Ireland,Self Catering,5,33
The Sea Lodge,http://sealodgewaterville.ie/,+353(0)669478533,-10.17147075,51.82554453,Kerry,Waterville,Republic of Ireland,Self Catering,5,18
Crohy Cottage,http:// www.crohycottage.com,+353(0)868373983,-8.444372999999999,54.9118,Donegal,Dungloe,Republic of Ireland,Self Catering,2,24
"Coach Field Camp, Glamping Site",http://coachfieldcamp.com,+353(0)876572991,-9.90870227,52.22044857,Kerry,Tralee,Republic of Ireland,Camping,4,107
Woodstock Bed no Breakfast,,+353(0)868520378,-6.601907157,53.5531625,Meath,Dunsany,Republic of Ireland,B & B,5,19
Canal View Bed & Breakfast,http://anglingservicesireland.com/accommodation/,+353(0)719663580,-8.286942,53.98353910000001,Roscommon,Boyle,Republic of Ireland,B & B,3,6
Aran Islands Camping & Glamping,http://www.irelandglamping.ie,+353(0)861895823,-9.662417617000001,53.12464045,Galway,Inis Mor,Republic of Ireland,Camping,2,173
Achill Seal Caves Caravan & Camping,http://achillsealcaves.com,+353(0)873536379,-10.02352193,54.009846499999995,Mayo,Achill Island -Acaill,Republic of Ireland,Camping,2,118
Park Avenue Hotel,http://www.parkavenuehotel.co.uk,+44 (0)28 9065 6520,-5.8787970000000005,54.600898,Antrim,Belfast,Northern Ireland,Hotel,5,230
Adair Arms Hotel,http://www.adairarms.com,+44 (0)28 2565 3674,-6.279513,54.866886,Antrim,Ballymena,Northern Ireland,Hotel,2,104
Derry Arms Hotel,http://www.glensofantrim.com,+44 (0)28 9288 5255,-5.990059,54.992759,Antrim,Ballymena,Northern Ireland,Hotel,2,314
Killyhevlin Lakeside Hotel & Lodges,http://www.killyhevlin.com,+44 (0)28 6632 3481,-7.619658,54.329311,Fermanagh,Enniskillen,Northern Ireland,Hotel,5,279
Silverbirch Hotel,http://www.silverbirchhotel.com,+44 (0)28 8224 2520,-7.299084,54.60997,Tyrone,Omagh,Northern Ireland,Hotel,2,194
Bushmills Inn Hotel,http://www.bushmillsinn.com,+44 (0)28 2073 3000,-6.524449,55.206127,Antrim,Bushmills,Northern Ireland,Hotel,5,50
Ballygally Castle Hotel,http://www.hastingshotels.com,+44 (0)28 9067 4167,-5.867014,54.90221,Antrim,Larne,Northern Ireland,Hotel,3,119
Stormont Hotel,http://www.hastingshotels.com,+44 (0)28 9067 4167,-5.841063,54.594341,Antrim,Belfast,Northern Ireland,Hotel,3,152
Best Western Plus White Horse Hotel,http://www.whitehorsehotel.biz,+44 (0)28 7186 0606,-7.2146853,55.027958,Derry,Derry,Northern Ireland,Hotel,1,247
Europa Hotel,http://www.hastingshotels.com,+44 (0)28 9067 4167,-5.934483999999999,54.59076999999999,Antrim,Belfast,Northern Ireland,Hotel,2,362
La Mon Hotel & Country Club,http://www.lamon.co.uk,+44 (0)28 9044 8631,-5.818719000000001,54.548938,Down,Newtownards,Northern Ireland,Hotel,3,140
Everglades Hotel,http://www.hastingshotels.com,+44 (0)28 9067 4167,-7.3397741,54.9831451,Derry,Derry,Northern Ireland,Hotel,5,267
Charlemont Arms Hotel,http://www.charlemontarmshotel.com/wine-dine,+44 (0)28 3752 2028,-6.65512,54.350359999999995,Armagh,Armagh,Northern Ireland,Hotel,5,175
Beech Hill Country House Hotel,http://www.beech-hill.com,+44 (0)28 7134 9279,-7.272397200000001,54.9692579,Derry,Derry,Northern Ireland,Hotel,3,117
Malone Lodge Hotel,http://www.malonelodgehotelbelfast.com,+44 (0)28 9038 8000,-5.942551,54.581604000000006,Antrim,Belfast,Northern Ireland,Hotel,1,310
Maldron Hotel Belfast International Airport,http://www.maldronhotelbelfast.com,+44 (0)28 9445 7000,-6.219069,54.663005000000005,Antrim,Crumlin,Northern Ireland,Hotel,5,99
Corr's Corner Hotel,http://www.corrscorner.com,+44 (0)28 9084 9221,-5.972231,54.69276800000001,Antrim,Newtownabbey,Northern Ireland,Hotel,4,364
Westville Hotel,http://www.westvillehotel.com,+44 (0)28 6632 0333,-7.620694,54.345890000000004,Fermanagh,Enniskillen,Northern Ireland,Hotel,3,118
Armagh City Hotel,http://www.armaghcityhotel.com,+44 (0)28 3751 8888,-6.648489,54.347080000000005,Armagh,Armagh,Northern Ireland,Hotel,1,311
Canal Court Hotel and Spa,http://www.canalcourthotel.com,+44 (0)28 3025 1234,-6.340323000000001,54.17585699999999,Down,Newry,Northern Ireland,Hotel,4,116
"Da Vinci's Hotel, Derry",http://www.davincishotel.com,+44 (0)28 7127 9111,-7.305751,55.022716,Derry,Derry,Northern Ireland,Hotel,3,286
Maldron Hotel Derry,http://www.maldronhotelderry.com,+44 (0)28 7137 1000,-7.322686999999999,54.995723,Derry,Derry,Northern Ireland,Hotel,5,94
Clayton Hotel,http://www.claytonhotelbelfast.com,+44 (0)28 9032 8511,-5.930467,54.592781,Antrim,Belfast,Northern Ireland,Hotel,3,288
The City Hotel Derry,http://www.cityhotelderry.com,+44 (0)28 7136 5800,-7.321337,55.001476000000004,Derry,Derry,Northern Ireland,Hotel,2,82
Portrush Atlantic Hotel,http://www.portrushatlantic.com/,+44 (0)28 7082 6100,-6.654111,55.207533999999995,Antrim,Portrush,Northern Ireland,Hotel,1,48
Dunsilly Hotel,http://www.dunsillyhotel.com,+44 (0)28 9446 2929,-6.23289866,54.74157788,Antrim,Antrim,Northern Ireland,Hotel,3,125
The Merchant Hotel,http://www.themerchanthotel.com,+44 (0)28 9023 4888,-5.9259580000000005,54.600958999999996,Antrim,Belfast,Northern Ireland,Hotel,2,189
The Fitzwilliam Hotel Belfast,http://www.fitzwilliamhotelbelfast.com,+44 (0)28 9044 2114,-5.9331059999999995,54.59060600000001,Antrim,Belfast,Northern Ireland,Hotel,2,316
The Enniskillen Hotel,http://www.enniskillenhotel.com,+44 (0)28 6632 1177,-7.630451,54.345352,Fermanagh,Enniskillen,Northern Ireland,Hotel,2,206
Marine Hotel Ballycastle,http://www.marinehotelballycastle.com,+44 (0)28 2076 2222,-6.240573,55.205585,Antrim,Ballycastle,Northern Ireland,Hotel,1,169
Shipquay Hotel,http://www.shipquayhotel.com,+44 (0)28 7126 7266,-7.320997,54.99596700000001,Derry,Derry,Northern Ireland,Hotel,3,197
Bishop's Gate Hotel,http://www.bishopsgatehotelderry.com,+44 (0)28 7114 0300,-7.3223496720000005,54.99448205,Derry,Derry,Northern Ireland,Hotel,1,101
Titanic Hotel Belfast,http://www.titanichotelbelfast.com,+44 (0)289 508 2000,-5.904911,54.61040799999999,Antrim,Belfast,Northern Ireland,Hotel,1,77
The Spencer Hotel,http://www.thespencerhotel.com,,-6.24366,53.34843000000001,Dublin,Dublin City,Republic of Ireland,Hotel,2,243
Herbert Park Hotel,http://www.herbertparkhotel.ie,+353 1 6672200,-6.231740294,53.32801164,Dublin,Dublin City,Republic of Ireland,Hotel,5,339
Trinity City Hotel,http://www.trinitycityhotel.com,,-6.25422,53.345209999999994,Dublin,Dublin City,Republic of Ireland,Hotel,3,185
Radisson Blu St. Helen's Hotel,https://www.radissonblu.com/en/sthelenshotel-dublin,,-6.20564,53.304790000000004,Dublin,Dublin City,Republic of Ireland,Hotel,5,362
The Westbury Hotel,http://www.doylecollection.com/westbury,+353 1 6791122,-6.26163,53.34146,Dublin,Dublin City,Republic of Ireland,Hotel,2,363
Mespil Hotel,http://www.mespil.com,,-6.24638,53.33339,Dublin,Dublin City,Republic of Ireland,Hotel,2,162
Dunboyne Castle Hotel and Spa,http://www.dunboynecastlehotel.com,+353 1 8013500,-6.477531833,53.41722102,Meath,Dunboyne,Republic of Ireland,Hotel,2,41
Killashee Hotel,http://www.killasheehotel.com,+353 45 879277,-6.674694229,53.19124851,Kildare,Naas,Republic of Ireland,Hotel,4,225
Grand Hotel,http://www.thegrand.ie,,-6.147390000000001,53.45075,Dublin,Malahide,Republic of Ireland,Hotel,3,192
Royal Marine Hotel,http://www.royalmarine.ie/en,,-6.1336699999999995,53.29229,Dublin,Dún Laoghaire,Republic of Ireland,Hotel,4,258
Radisson Blu Royal Hotel Dublin,https://www.radissonhotels.com/en-us/hotels/radisson-blu-dublin,+353 1 8982900,-6.2682199999999995,53.34094,Dublin,Dublin City,Republic of Ireland,Hotel,2,84
The Croke Park Hotel,https://www.doylecollection.com/hotels/the-croke-park-hotel,+353 1 8714444,-6.25243,53.36124,Dublin,Dublin City,Republic of Ireland,Hotel,5,66
Portmarnock Hotel & Golf Links,http://www.portmarnock.com,,-6.12747,53.42525,Dublin,Portmarnock,Republic of Ireland,Hotel,3,380
Cork International Hotel,http://www.corkinternationalairporthotel.com,,-8.48498,51.85174,Cork,Cork City,Republic of Ireland,Hotel,3,136
Clontarf Castle Hotel,http://www.clontarfcastle.ie,+353 1 8332321,-6.20605,53.36368,Dublin,Dublin City,Republic of Ireland,Hotel,1,265
Powerscourt Hotel Resort Spa,http://www.powerscourthotel.com,+353 1 2748888,-6.18032,53.18529,Wicklow,Enniskerry,Republic of Ireland,Hotel,4,59
Academy Plaza Hotel,http://www.academyplazahotel.ie,+353 1 8780666,-6.25999,53.35252,Dublin,Dublin City,Republic of Ireland,Hotel,2,326
Ashling Hotel Dublin,http://www.ashlinghotel.ie,+353 1 6772324,-6.29081,53.34808,Dublin,Dublin City,Republic of Ireland,Hotel,1,241
Clayton Hotel Cardiff Lane,http://www.claytonhotelcardifflane.com,,-6.24113,53.345259999999996,Dublin,Dublin City,Republic of Ireland,Hotel,1,201
Aghadoe Heights Hotel & Spa,http://www.aghadoeheights.com,,-9.55643,52.07741,Kerry,Killarney,Republic of Ireland,Hotel,3,336
Hotel Meyrick,http://www.hotelmeyrick.ie,,-9.04786,53.274069999999995,Galway,Galway City,Republic of Ireland,Hotel,5,296
The g Hotel,http://www.theghotel.ie,,-9.03213,53.282030000000006,Galway,Galway City,Republic of Ireland,Hotel,5,358
Radisson Blu Hotel and Spa Cork,http://www.radissonblu.ie/hotel-cork,,-8.35816,51.90542,Cork,Cork City,Republic of Ireland,Hotel,3,343
Inchydoney Island Lodge & Spa,http://www.inchydoneyisland.com,,-8.86229,51.59737,Cork,Clonakilty,Republic of Ireland,Self Catering,4,16
Muckross Park Hotel and Spa,http://www.muckrosspark.com,,-9.489139999999999,52.02462,Kerry,Killarney,Republic of Ireland,Hotel,4,263
Maryborough Hotel & Spa,http://www.maryborough.com,,-8.42028,51.87379,Cork,Cork City,Republic of Ireland,Hotel,5,144
Glenlo Abbey Hotel,http://www.glenlo.com,,-9.09809,53.3002,Galway,Galway City,Republic of Ireland,Hotel,2,339
Sheen Falls Lodge,http://www.sheenfallslodge.ie,,-9.56349,51.8743,Kerry,Kenmare,Republic of Ireland,Self Catering,5,20
Clayton Hotel Limerick,http://www.claytonhotellimerick.com,,-8.63718,52.66048000000001,Limerick,Limerick City,Republic of Ireland,Hotel,5,43
Europe Hotel & Resort,http://www.theeurope.com,,-9.57359,52.066959999999995,Kerry,Killarney,Republic of Ireland,Hotel,1,78
Killarney Park Hotel,http://www.killarneyparkhotel.ie,+353 64 6635555,-9.50455,52.05787,Kerry,Killarney,Republic of Ireland,Hotel,3,205
The Rose Hotel,http://www.therosehotel.com,,-9.70068,52.26363,Kerry,Tralee,Republic of Ireland,Hotel,1,300
Osprey Hotel & Spa,http://www.ospreyhotel.ie,,-6.670160000000001,53.21321,Kildare,Naas,Republic of Ireland,Hotel,2,101
Hayfield Manor Hotel,http://www.hayfieldmanor.ie,,-8.490160000000001,51.89098,Cork,Cork City,Republic of Ireland,Hotel,4,312
The Marker Hotel,http://www.themarkerhoteldublin.com,+353 1 6875100,-6.23945,53.34185,Dublin,Dublin City,Republic of Ireland,Hotel,2,102
"Citywest Hotel, Leisure & Events",http://www.citywesthotel.com,+353 1 4010500,-6.4465900000000005,53.28606,Dublin,Saggart,Republic of Ireland,Hotel,1,213
The Metropole Hotel,http://www.themetropolehotel.ie,,-8.46759,51.901309999999995,Cork,Cork City,Republic of Ireland,Hotel,5,209
Harbour Hotel,http://www.harbour.ie,,-9.04744,53.270759999999996,Galway,Galway City,Republic of Ireland,Hotel,4,394
Falls Hotel,http://www.fallshotel.ie,,-9.29825,52.94075,Clare,Ennistymon,Republic of Ireland,Hotel,1,176
Dromhall Hotel,http://www.dromhall.com,,-9.50614,52.053259999999995,Kerry,Killarney,Republic of Ireland,Hotel,4,395
Cahernane House Hotel,http://www.cahernane.com,+353 64 6631895,-9.50998,52.04322,Kerry,Killarney,Republic of Ireland,Hotel,2,376
Clayton Whites Hotel,http://www.claytonhotels.com,,-6.46405,52.34035,Wexford,Wexford Town,Republic of Ireland,Hotel,3,185
Temple Gate Hotel,http://www.templegatehotel.com,,-8.98143,52.843880000000006,Clare,Ennis,Republic of Ireland,Hotel,4,232
Viking Hotel Waterford,http://www.vikinghotel.ie,,-7.1647300000000005,52.24228,Waterford,Waterford City,Republic of Ireland,Hotel,4,310
North Star Hotel,http://www.northstarhotel.ie,,-6.250083,53.351659,Dublin,Dublin City,Republic of Ireland,Hotel,2,364
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,,-8.68326,52.36436,Cork,Charleville,Republic of Ireland,Hotel,5,243
Clayton Hotel Dublin Airport,http://www.claytonhoteldublinairport.com,,-6.22382,53.43176,Dublin,Swords,Republic of Ireland,Hotel,4,202
Fota Island Hotel and Spa,http://www.fotaisland.ie,+353 21 4883700,-8.292282581,51.90042329999999,Cork,Carrigtwohill,Republic of Ireland,Hotel,1,230
Station House Hotel Letterkenny,http://www.stationhouseletterkenny.com,,-7.74021,54.94568,Donegal,Letterkenny,Republic of Ireland,Hotel,2,120
Randles Hotels Killarney,http://www.randleshotel.com,,-9.506521000000001,52.053961,Kerry,Killarney,Republic of Ireland,Hotel,2,336
Dromoland Castle Hotel,http://www.dromoland.ie,,-8.90012,52.76393,Clare,Newmarket-on-fergus,Republic of Ireland,Hotel,1,343
Clandeboye Lodge Hotel,http://www.clandeboyelodge.com,+44 (0)28 9185 2500,-5.7074110000000005,54.654532999999994,Down,Bangor,Northern Ireland,Hotel,1,126
Merrion Hotel,http://www.merrionhotel.com,,-6.25292,53.33854,Dublin,Dublin City,Republic of Ireland,Hotel,1,290
Clayton Hotel Burlington Road,http://www.claytonhotelburlingtonroad.com,+353 1 6185600,-6.248755919,53.33066996,Dublin,Dublin City,Republic of Ireland,Hotel,4,176
Carlton Hotel Dublin Airport,http://www.carltondublinairport.com,,-6.2409,53.41536,Dublin,Dublin City,Republic of Ireland,Hotel,5,218
Clarion Hotel Dublin Liffey Valley,http://www.clarionhotelliffeyvalley.com,,-6.40142,53.355619999999995,Dublin,Dublin City,Republic of Ireland,Hotel,3,133
Morrison Hotel,http://www.morrisonhotel.ie,,-6.26599,53.346672,Dublin,Dublin City,Republic of Ireland,Hotel,5,162
Buswells Hotel,http://www.buswells.ie,,-6.2556956,53.340824,Dublin,Dublin City,Republic of Ireland,Hotel,3,372
Camden Court Hotel,http://www.camdencourthotel.com,,-6.26451,53.3331,Dublin,Dublin City,Republic of Ireland,Hotel,2,283
Cassidy's Hotel,http://www.cassidyshotel.com,,-6.261597,53.353086,Dublin,Dublin City,Republic of Ireland,Hotel,4,320
Dublin Skylon Hotel,http://www.dublinskylonhotel.com,+353 1 8843900,-6.25284,53.372580000000006,Dublin,Dublin City,Republic of Ireland,Hotel,2,323
Grand Canal Hotel,http://www.grandcanalhotel.ie,,-6.23771,53.33803,Dublin,Dublin City,Republic of Ireland,Hotel,1,226
Riu Plaza The Gresham Hotel,http://www.riu.com/en/hotel/ireland/dublin/hotel-riu-plaza-the-gresham-dublin,,-6.26089,53.351569999999995,Dublin,Dublin City,Republic of Ireland,Hotel,4,108
The River Lee Hotel,http://www.doylecollection.com/riverlee,,-8.48499,51.89585,Cork,Cork City,Republic of Ireland,Hotel,5,145
Red Cow Moran Hotel,http://www.redcowmoranhotel.com,+353 1 4593650,-6.36391,53.31888000000001,Dublin,Dublin City,Republic of Ireland,Hotel,3,108
Tara Towers Hotel,http://www.taratowers.com,,-6.20221,53.31231,Dublin,Dublin City,Republic of Ireland,Hotel,4,116
Castletroy Park Hotel,http://www.castletroypark.ie,,-8.57692,52.66686,Limerick,Limerick City,Republic of Ireland,Hotel,1,185
Clayton Hotel,http://www.claytonhotelgalway.ie,,-8.98879,53.29168000000001,Galway,Galway City,Republic of Ireland,Hotel,1,281
Dunraven Arms Hotel,http://www.dunravenhotel.com,,-8.786760000000001,52.565509999999996,Limerick,Adare,Republic of Ireland,Hotel,2,279
Kilkenny Ormonde Hotel,http://www.kilkennyormonde.com,,-7.25322,52.6496,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,3,123
Kilkenny River Court Hotel,http://www.rivercourthotel.com,,-7.2492600000000005,52.651540000000004,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,5,78
The Gibson Hotel,http://www.thegibsonhotel.ie,,-6.22765,53.348659999999995,Dublin,Dublin City,Republic of Ireland,Hotel,3,338
Limerick Strand Hotel,http://www.strandlimerick.ie,+353 61 421800,-8.63233,52.666290000000004,Limerick,Limerick City,Republic of Ireland,Hotel,3,271
